,time,position,time_server,session_id,userID
105,1642345678.5086129,start,2022-01-16 15:07:58.551000+00:00,442c47fc-417e-40e8-a1ef-168bc80f697b,71955402
106,1642306789.4267647,start,2022-01-16 04:19:49.462000+00:00,7b983da0-1073-438d-b3fa-2187df0a371b,98634025
107,1641169936.0706565,start,2022-01-03 00:32:16.215000+00:00,a92f1f71-1eb7-4150-be58-123842e650f9,30328594
108,1642309629.42715,start,2022-01-16 05:07:09.461000+00:00,d6b3ab3a-13e5-4490-870a-dc0f263b1ebc,11980685
109,1642288586.528744,results,2022-01-15 23:16:26.570000+00:00,80e07879-cd9c-47c3-936d-fc91234a343a,54872631
110,1642307255.7725322,start,2022-01-16 04:27:35.819000+00:00,beba392b-cee8-4995-ac32-c331248db97c,43134384
111,1642372536.518613,rating,2022-01-16 22:35:36.548000+00:00,c5a1bc21-c70d-4073-b30a-061c5037ef6c,80961067
112,1642332498.793625,start,2022-01-16 11:28:18.824000+00:00,12484f8b-79f2-421c-9094-efa8d376ab48,70646617
113,1642336341.699544,rating,2022-01-16 12:32:21.728000+00:00,1129359c-1a9b-4084-81e6-539eded1503f,18951636
114,1642311795.8864944,questions,2022-01-16 05:43:15.906000+00:00,3c809d4f-5e8d-49c9-807c-b319155801b1,39568549
115,1642371894.5909226,questions,2022-01-16 22:24:54.616000+00:00,0182ed8d-a889-4c8f-b41e-ef7b5bd4fa88,73754321
116,1642360136.777036,start,2022-01-16 19:08:56.815000+00:00,53be09f8-087a-492b-a893-b77244d95c76,70067055
117,1642308557.8613453,start,2022-01-16 04:49:17.886000+00:00,9d4f2c9c-cd74-4c05-985a-621c082407b5,93352131
118,1642321492.170639,start,2022-01-16 08:24:52.209000+00:00,00232595-4473-4a73-a08b-995da71fc8d0,98217278
119,1642319097.7434852,start,2022-01-16 07:44:57.774000+00:00,8291482f-a028-471a-9ab2-4185a2edaaea,2451734
120,1642330962.8086126,results,2022-01-16 11:02:42.848000+00:00,327ae087-8f3b-4339-9bdc-2cc68581d27e,34557522
121,1642335969.9872215,start,2022-01-16 12:26:10.017000+00:00,13534fdc-5bba-44b1-9d7a-b4dc554cb73f,66313145
122,1642289446.8799193,start,2022-01-15 23:30:46.914000+00:00,b17e4591-469d-4435-841b-a4a8544e531f,32153249
123,1642342779.0718222,rating,2022-01-16 14:19:39.106000+00:00,9157e9d1-c916-4cfd-ab60-f0bc474e3345,47148276
124,1642366442.026879,start,2022-01-16 20:54:02.066000+00:00,c24142ed-905f-4541-92ec-1891941c7136,15594911
125,1642304599.8824894,selection,2022-01-16 03:43:19.911000+00:00,61a3a8fe-bfb3-4e0c-aec5-a20ca04be0f1,58921525
126,1642354492.9092362,start,2022-01-16 17:34:52.942000+00:00,9a2fd60c-16d4-4736-8b84-70a11b74a483,86001225
127,1642342913.1621892,start,2022-01-16 14:21:53.223000+00:00,6328442c-5853-45f3-bbe5-4601a5e27a97,72992324
128,1642303374.0602467,start,2022-01-16 03:22:54.094000+00:00,2267fd17-9e49-4ef7-bc7f-048958f7191c,56737291
129,1642294242.9570327,results,2022-01-16 00:50:42.995000+00:00,ca3ba2cf-9b20-4f50-9be2-8f35beee954f,41822895
130,1642305936.9786701,results,2022-01-16 04:05:37.005000+00:00,5d65001c-7348-4ea4-ad26-5e1448c4be5c,53301670
131,1642370362.344943,start,2022-01-16 21:59:22.384000+00:00,27ec71c9-03dd-4827-bac7-99d51fb36e30,83371115
132,1642327552.6947737,start,2022-01-16 10:05:52.727000+00:00,e053bb86-20bd-4d70-b3e9-9a0ab9a31b3f,7703523
133,1642285886.14237,results,2022-01-15 22:31:26.175000+00:00,f5e009f1-ea51-4716-803e-575340ac747c,16421609
134,1642320366.5812256,start,2022-01-16 08:06:06.602000+00:00,5af8b02e-e61b-4684-b7c6-d20a4e6a5320,24889218
135,1642302186.8403218,results,2022-01-16 03:03:06.868000+00:00,fa578cd2-10c8-4ad1-a493-60f63c1df10e,76842557
136,1642393230.6575372,start,2022-01-17 04:20:30.690000+00:00,3eb3df95-8feb-493a-8cfe-324f7f506cc8,46547575
137,1642374362.1532328,start,2022-01-16 23:06:02.191000+00:00,7863cbc9-0b11-424b-85b8-ddc9116a3fac,7821616
138,1642330219.8592718,questions,2022-01-16 10:50:19.897000+00:00,3a3b09d7-e6fd-41ee-adff-9b898352d6d9,34692634
139,1642330460.3700874,start,2022-01-16 10:54:20.471000+00:00,25b9193c-8eb9-4f9e-b1d2-d27393095fe2,69377466
140,1642306691.1444788,questions,2022-01-16 04:18:11.173000+00:00,89850ee3-2cf8-40f8-aeba-0f3a889556a7,8705082
141,1642309462.1765409,rating,2022-01-16 05:04:22.201000+00:00,ad7f5cfe-d222-464f-940a-0fde7da8c01c,55147590
142,1642297659.9757073,start,2022-01-16 01:47:40.111000+00:00,f073badf-2075-4286-bfc4-bffae2143cc6,486922
143,1642311596.6156373,start,2022-01-16 05:39:56.643000+00:00,b4049594-fcb4-40f6-805d-b69b8544f903,83140879
144,1642332610.988434,start,2022-01-16 11:30:11.042000+00:00,eaa39d8c-0a33-444d-91bb-5d5a28c0dc7c,67999240
145,1642294334.0631025,rating,2022-01-16 00:52:14.091000+00:00,157d43ff-46c6-4d02-915f-7cacae383bee,39260651
146,1642288859.3205872,start,2022-01-15 23:20:59.367000+00:00,8cc2aeea-cfe5-491d-adb0-de9b1d309ffc,35466818
147,1642302533.8305326,start,2022-01-16 03:08:53.859000+00:00,50067f36-3bad-4ff3-b860-2826f1cad751,49191671
148,1642316449.3802245,start,2022-01-16 07:00:49.413000+00:00,63812463-03ae-4c8d-a4e9-157605fdb4a0,47822958
149,1642321602.3919497,start,2022-01-16 08:26:42.429000+00:00,9a362c6c-769f-459a-bb1c-d817b9089dea,14908966
150,1642370716.3489873,questions,2022-01-16 22:05:16.386000+00:00,07d9407a-9444-4131-ad38-e6f178a1a28a,20697867
151,1642308803.02374,start,2022-01-16 04:53:23.052000+00:00,d54c65f4-e7ba-46e9-aca5-4464dfb38bdf,759915
152,1642302878.1846004,start,2022-01-16 03:14:38.217000+00:00,528d1f6d-9577-43da-85a0-97a480334dea,12091840
153,1642316445.950461,start,2022-01-16 07:00:46.005000+00:00,60cd334c-74b8-4cae-8aa1-261f8cd27776,32980214
154,1642375714.2908657,start,2022-01-16 23:28:34.436000+00:00,f8b0cb4a-87da-4e6d-a5e7-30e877096b29,76867873
155,1642290187.858685,rating,2022-01-15 23:43:07.896000+00:00,cbf5bfb5-bf4e-4663-9e7b-f8bf6a9da69c,37902973
156,1642307597.563757,start,2022-01-16 04:33:17.594000+00:00,f51d130b-472c-43d4-b49e-bcf642f52b36,56107387
157,1642294602.191098,rating,2022-01-16 00:56:42.222000+00:00,b47b594e-a915-4bc3-ad38-8e15d8f05949,28461235
158,1642289046.1277788,results,2022-01-15 23:24:06.157000+00:00,73f8dcd5-2bcb-4e12-909c-01bd020af1aa,62993154
159,1642344008.0811965,start,2022-01-16 14:40:08.238000+00:00,74bd5a72-9cf6-4e35-9729-045ca80ac256,34476672
160,1642289610.0069299,start,2022-01-15 23:33:30.173000+00:00,af56fc92-a9aa-40f8-8f92-964084806d9f,85616415
161,1642360823.5335824,results,2022-01-16 19:20:23.555000+00:00,1d431764-bdd0-4f73-9734-9244259460d8,27408798
162,1642316476.9695752,start,2022-01-16 07:01:16.997000+00:00,9e568543-7519-42ef-a791-a7a5fcfd4b2d,82480668
163,1642336626.7053087,questions,2022-01-16 12:37:06.734000+00:00,dfa71f00-8a92-44c1-a184-da02c4b5777a,72802266
164,1642337026.9845357,results,2022-01-16 12:43:47.013000+00:00,06f381c9-9b17-4c56-bea9-0a7de5bba3fc,13006054
165,1640425891.8533356,questions,2021-12-25 09:51:31.884000+00:00,5cb64192-6a6a-4d6b-88c3-e1c1a481ccd2,19186382
166,1642318274.6183763,start,2022-01-16 07:31:14.641000+00:00,5dcb2fa7-9b43-4baf-b2bc-e9252816e3b2,37292412
167,1642303429.9862034,start,2022-01-16 03:23:50.042000+00:00,b5a5c7c5-603b-43ac-b19b-f59f64735d30,19725097
168,1642354580.5931656,start,2022-01-16 17:36:20.619000+00:00,0c3300f4-e222-43b0-becb-617dbf9201ee,78553446
169,1642312982.2848592,start,2022-01-16 06:03:02.317000+00:00,b3f21a4a-67d4-470d-8295-e0b8556a0f12,5377827
170,1642383050.1504889,start,2022-01-17 01:30:50.185000+00:00,1ca7828b-2bf1-4a8a-aa3b-3e40c3e4a4e1,26811608
171,1642307060.397645,results,2022-01-16 04:24:20.422000+00:00,7b983da0-1073-438d-b3fa-2187df0a371b,98634025
172,1642311127.7745886,rating,2022-01-16 05:32:07.812000+00:00,d263961f-46c8-4775-b58f-119be0562799,53624382
173,1642367880.2129042,start,2022-01-16 21:18:00.247000+00:00,1d6d10a4-dc6b-4550-9503-b4c1526e57f5,16421609
174,1642326882.0457644,start,2022-01-16 09:54:42.085000+00:00,6e5eb082-538d-4df4-ad81-caf92957a187,17137188
175,1641854976.3239396,questions,2022-01-10 22:49:36.358000+00:00,9016eaa8-ca92-4318-9214-b98d46d6f108,6583677
176,1640490328.3436384,start,2021-12-26 03:45:28.379000+00:00,4ebd1112-e1f8-465a-9ed1-89a66cbe1c1c,81418412
177,1642323909.0386977,questions,2022-01-16 09:05:09.074000+00:00,a278caa1-1589-4b08-b751-0cfce9e6b208,16806561
178,1642376843.809665,rating,2022-01-16 23:47:23.840000+00:00,5fd6f65c-6f8e-4fc9-b208-b86deddc7e35,16366144
179,1642303289.7210107,start,2022-01-16 03:21:29.743000+00:00,425f01a4-fdca-404e-9cd6-6cbf5e29469c,38148938
180,1642319015.89822,start,2022-01-16 07:43:35.929000+00:00,87a93bca-3c96-462d-badc-3df4f4756b95,97205285
181,1642352775.986891,results,2022-01-16 17:06:16.022000+00:00,20ecc6a3-d44c-4bdb-a507-fdb2302e89ba,23499808
182,1642300958.8074481,results,2022-01-16 02:42:38.832000+00:00,b997966f-6bfa-4394-82b2-2e7ae32423dc,30960659
183,1642325193.1409495,start,2022-01-16 09:26:33.175000+00:00,4a7cca4c-abec-4a6d-b536-8f0a2e35a109,8961860
184,1642294235.1275666,start,2022-01-16 00:50:35.161000+00:00,157d43ff-46c6-4d02-915f-7cacae383bee,39260651
185,1642360648.4925988,start,2022-01-16 19:17:28.528000+00:00,a6f9d678-4c56-4a44-91f4-5c3cabc7d3c4,28756687
186,1642341054.26862,start,2022-01-16 13:50:54.315000+00:00,bc60a752-6ffb-4351-ae63-5820f171eb82,99596383
187,1642298530.690797,start,2022-01-16 02:02:10.720000+00:00,6b235e8e-799d-4724-8712-935621e82b82,28614042
188,1642355795.961262,start,2022-01-16 17:56:35.998000+00:00,99cfa960-b95d-4856-85cb-f129d23db9f2,63321248
189,1642365102.62535,results,2022-01-16 20:31:42.654000+00:00,6f969e80-ebbc-45dc-a5a6-07b634da8315,84631663
190,1642333659.7785864,results,2022-01-16 11:47:39.845000+00:00,44fcb44b-f31c-4d24-ab58-f999a9cf726d,95749663
191,1642317180.8426616,results,2022-01-16 07:13:00.896000+00:00,b479deb3-fc75-45ec-800a-82c9e7bfd2a0,45258564
192,1642295691.6316462,start,2022-01-16 01:14:51.664000+00:00,09d6f46d-22fc-4f8d-9751-b59e1db69c32,16421609
193,1642337837.8714347,questions,2022-01-16 12:57:17.896000+00:00,f13cffbf-90a2-443d-a016-d5e8dbd7c08d,41308214
194,1640210521.5935974,rating,2021-12-22 22:02:01.628000+00:00,57530e81-4eca-4aa2-b2fd-fb049698cf84,96850035
195,1642316321.605097,rating,2022-01-16 06:58:41.633000+00:00,8c6bf473-c47b-4f03-b3a4-2fde100b9910,66853264
196,1642353054.928771,start,2022-01-16 17:10:54.966000+00:00,2a49e49f-956a-489b-87e3-ffc6276c6e24,3874674
197,1642305050.1894186,rating,2022-01-16 03:50:50.247000+00:00,e25a6214-a22e-4006-acd2-68365b4c0490,85535176
198,1642312313.73372,rating,2022-01-16 05:51:53.764000+00:00,29253cab-cf4a-43e5-aee3-64a8327a3234,33786382
199,1642311658.535303,start,2022-01-16 05:40:58.565000+00:00,757051ae-c8aa-461d-a508-fc0d7f71337e,62415684
200,1642302110.384996,rating,2022-01-16 03:01:50.402000+00:00,3e88b3c9-11b7-41f0-b3d1-d3b4bbd4ff52,40235991
201,1642305819.0102417,results,2022-01-16 04:03:39.052000+00:00,fa121480-f42d-483c-8c34-8d8b088eeda7,71017829
202,1642303022.6513758,start,2022-01-16 03:17:02.677000+00:00,639038c7-2c91-4d84-afc3-d5f3b7d4a949,93243740
203,1642301970.4364316,start,2022-01-16 02:59:30.465000+00:00,ff25a99b-9377-4b04-8b6d-7ba8a476a29a,64621987
204,1642311605.2447252,rating,2022-01-16 05:40:05.308000+00:00,a8f08c75-bd5a-492c-a829-f2528e24a73c,29407859
205,1642367556.7217278,start,2022-01-16 21:12:36.758000+00:00,471bc83c-9bc4-4d87-a8c8-5200ad4a9287,41316309
206,1642309579.5224297,rating,2022-01-16 05:06:19.558000+00:00,32c93f25-4bc4-4792-9328-d7def380892a,49844649
207,1642319210.1594203,rating,2022-01-16 07:46:50.189000+00:00,8291482f-a028-471a-9ab2-4185a2edaaea,2451734
208,1642301931.5303216,start,2022-01-16 02:58:51.566000+00:00,28850386-d1b2-43da-8282-45053a853068,38892566
209,1642393368.4793627,start,2022-01-17 04:22:48.511000+00:00,4f7d916b-5546-491f-8908-1928b6489a9d,87392320
210,1642302750.8644907,start,2022-01-16 03:12:30.883000+00:00,b39526bf-e18c-49ec-95a9-92b4e5f7b1b6,3319385
211,1642361202.6820202,start,2022-01-16 19:26:42.738000+00:00,a62300dc-b00f-4db5-94b5-c8fdff1c2f09,90684209
212,1642378032.920757,start,2022-01-17 00:07:13.006000+00:00,9c42807b-5d1c-46bb-8244-a4820ee98215,67034681
213,1642300064.6566448,start,2022-01-16 02:27:44.685000+00:00,d4fa7c1c-fff9-4c7a-80fb-fa6d3fa2ab2d,80450325
214,1642305171.215895,results,2022-01-16 03:52:51.242000+00:00,8db9a1a7-ebac-432d-a6ca-7909fd80bad0,42229398
215,1642394074.109042,start,2022-01-17 04:34:34.139000+00:00,f585059e-98a6-44b7-a0f2-0cce3ff6ada0,71072297
216,1642402496.4266582,start,2022-01-17 06:54:56.460000+00:00,30a525bd-1fc4-48cb-b59c-a94e2212c451,97218460
